iter	Logloss
114	0.4406536678
115	0.4405936413
116	0.4405317713
117	0.4404747647
118	0.4404102333
119	0.4403539858
120	0.4402811036
121	0.4402383968
122	0.4401862996
123	0.4401194851
124	0.4397475834
125	0.4396753822
126	0.4396281751
127	0.4395845395
128	0.439526469
129	0.4394754902
130	0.4394364037
131	0.4393962239
132	0.4393594917
133	0.4393099436
134	0.4392563364
135	0.4392029317
136	0.4391388122
137	0.4391020223
138	0.4390616797
139	0.4390300934
140	0.4389723725
141	0.4389337924
142	0.4388857592
143	0.4388441711
144	0.4387998144
145	0.4387624712
146	0.4387263141
147	0.4386705928
148	0.4386214349
149	0.438578809
150	0.4382009154
151	0.4381284355
152	0.4380963777
153	0.4380617287
154	0.4380136613
155	0.4379547734
156	0.4379145073
157	0.4378755186
158	0.4378292773
159	0.4377867892
160	0.4377540925
161	0.4377138406
162	0.4376745484
163	0.4376209974
164	0.4375843416
165	0.437547201
166	0.4375093389
167	0.4374676713
168	0.437427403
169	0.4373881736
170	0.4373513476
171	0.4373051721
172	0.4372784781
173	0.437239004
174	0.4371901336
175	0.4371450613
176	0.4370949311
177	0.4370453437
178	0.4370056066
179	0.4369522275
180	0.4369172064
181	0.4368808883
182	0.4368432674
183	0.4368089762
184	0.4367653177
185	0.4367386803
186	0.4366980868
187	0.4366112775
188	0.4365831213
189	0.4365512505
190	0.4365188481
191	0.4364885914
192	0.4364507795
193	0.4364180165
194	0.4363913633
195	0.43635768
196	0.4363208369
197	0.4362820242
198	0.4362356393
199	0.4362071801
200	0.4361648476
201	0.4361294544
202	0.4360965065
203	0.4360448798
204	0.4359992463
205	0.4359649963
206	0.4359268236
207	0.4358939329
208	0.4356735418
209	0.4356353246
210	0.43560195
211	0.4355819873
212	0.4355372513
213	0.435502859
214	0.4354672877
215	0.4354350933
216	0.4354060333
217	0.4353809818
218	0.435347515
219	0.4353108026
220	0.4352879188
221	0.4352599189
222	0.4352258828
223	0.4352045761
224	0.4351526305
225	0.4351119723
226	0.4350842694
227	0.4350473404
228	0.4350214437
229	0.4349950797
230	0.4349673157
231	0.4349363073
232	0.4348975147
233	0.4348528532
234	0.4348184018
235	0.4347680443
236	0.4346869092
237	0.4346197931
238	0.4345951316
239	0.4345056985
240	0.4344567741
241	0.4344171343
242	0.4343880632
243	0.4343576491
244	0.4343217098
245	0.4343030324
246	0.4342684366
247	0.4342357048
248	0.4342149656
249	0.4341792683
250	0.4341509089
251	0.4341301392
252	0.4340992112
253	0.4340677706
254	0.4340413218
255	0.4339815805
256	0.433945239
257	0.4339002091
258	0.433872647
259	0.4338325997
260	0.4337994367
261	0.4337664977
262	0.4337214792
263	0.4336932465
264	0.4336661017
265	0.4336430438
266	0.4336045606
267	0.4335721384
268	0.4335461783
269	0.4335079171
270	0.4334818695
271	0.433446062
272	0.4334191618
273	0.4333949198
274	0.4333581781
275	0.4333237064
276	0.4332923479
277	0.4332610478
278	0.4332341294
279	0.4332098036
280	0.433193162
281	0.4331690872
282	0.4331436972
283	0.4331164052
284	0.4330983796
285	0.4330690208
286	0.4330419667
287	0.433006746
288	0.4329731415
289	0.4329502163
290	0.4329228084
291	0.4328998242
292	0.4328727667
293	0.4328429594
294	0.432813616
295	0.4327904653
296	0.4327695576
297	0.4327365274
298	0.4327072965
299	0.4326858
300	0.4326565131
301	0.4326229217
302	0.4325986965
303	0.4325728425
304	0.4325393935
305	0.4325176816
306	0.4324894516
307	0.4324627165
308	0.4324319261
309	0.4324026061
310	0.4323658239
311	0.4323350551
312	0.4323154571
313	0.4322797938
314	0.4322523497
315	0.4322230188
316	0.4321953896
317	0.4321743817
318	0.4321562323
319	0.43212837
320	0.432097742
321	0.4320709969
322	0.4320444936
323	0.4320180352
324	0.4319850637
325	0.4319602313
326	0.4319390926
327	0.431915923
328	0.4318924105
329	0.4318704585
330	0.4318478607
331	0.4318232968
332	0.4318011722
333	0.4317766268
334	0.4317491004
335	0.4317261335
336	0.4317010394
337	0.4316727934
338	0.4316432184
339	0.4316197337
340	0.4315873963
341	0.4315707746
342	0.4315521387
343	0.4315246314
344	0.4315058212
345	0.4314751832
346	0.4314575899
347	0.4314325761
348	0.4314107396
349	0.4313959276
350	0.4313671714
351	0.4313467494
352	0.4313218486
353	0.4312973696
354	0.4312696271
355	0.4312481043
356	0.4312304834
357	0.4312071203
358	0.4311798043
359	0.4311449837
360	0.431123052
361	0.4310998644
362	0.431075966
363	0.4310541036
364	0.4310200981
365	0.4309912763
366	0.4309636652
367	0.4309429567
368	0.4309173724
369	0.4309028096
370	0.4308742721
371	0.4308532134
372	0.4308347778
373	0.4308181739
374	0.4307964991
375	0.4307799025
376	0.4307662704
377	0.4307414913
378	0.430715913
379	0.4306888293
380	0.4306616806
381	0.4306415033
382	0.4306158009
383	0.4305822306
384	0.4305527126
385	0.4305341205
386	0.4305018408
387	0.4304747507
388	0.4304476502
389	0.4304203637
390	0.4303939192
391	0.430362553
392	0.4303390751
393	0.4303061179
394	0.4302742967
395	0.4302068692
396	0.4301772174
397	0.4301550562
398	0.4301220233
399	0.43009803
400	0.43008194
401	0.43006339
402	0.4300341101
403	0.4300151575
404	0.429993293
405	0.4299680239
406	0.4299463311
407	0.4299255504
408	0.4298970296
409	0.4298671619
410	0.4298437381
411	0.4298250348
412	0.4298071802
413	0.4297811567
414	0.4297581185
415	0.4297358453
416	0.4297156405
417	0.4296929118
418	0.4296671819
419	0.4296451644
420	0.4296305773
421	0.4296073552
422	0.4295885516
423	0.4295755198
424	0.4295530913
425	0.4295314782
426	0.429494936
427	0.4294786283
428	0.429458784
429	0.4294272863
430	0.4294092658
431	0.4293822882
432	0.4293581805
433	0.4293394747
434	0.4293195768
435	0.429290736
436	0.4292711992
437	0.4292476167
438	0.4292262222
439	0.4292086026
440	0.4291907587
441	0.4291619093
442	0.4291366198
443	0.4291123736
444	0.4290925254
445	0.4290709702
446	0.4290576159
447	0.429041832
448	0.4290122302
449	0.4289928694
450	0.4289772475
451	0.4289506393
452	0.4289292037
453	0.428905319
454	0.4288878281
455	0.4288638956
456	0.4288385349
457	0.4288222773
458	0.4288068047
459	0.4287853876
460	0.4287684379
461	0.4287548724
462	0.428734408
463	0.4287101346
464	0.428696477
465	0.4286787241
466	0.4286598918
467	0.4286401574
468	0.4286215533
469	0.4285943784
470	0.4285773487
471	0.4285553831
472	0.4285354463
473	0.4285181594
474	0.4284919393
475	0.4284692037
476	0.4284472753
477	0.4284259192
478	0.4284172427
479	0.428397801
480	0.4283701518
481	0.4283604628
482	0.4283389695
483	0.4283204055
484	0.4283004312
485	0.4282756135
486	0.4282603268
487	0.4282453534
488	0.4282208968
489	0.4281980954
490	0.4281752355
491	0.4281572363
492	0.428135141
493	0.4281256866
494	0.4281044152
495	0.4280868231
496	0.4280642844
497	0.42804662
498	0.4280305144
499	0.4280150321
500	0.4279986515
501	0.4279760893
502	0.4279529916
503	0.4279282257
504	0.427907313
505	0.4278870295
506	0.427869886
507	0.4278476918
508	0.4278274073
509	0.4278126359
510	0.4277916306
511	0.4277735561
512	0.4277521143
513	0.4277314819
514	0.4277133539
515	0.42769561
516	0.4276737848
517	0.4276485322
518	0.4276226293
519	0.4275903344
520	0.4275706362
521	0.4275580293
522	0.4275335921
523	0.4275173068
524	0.4275014777
525	0.4274726529
526	0.427447019
527	0.4274194543
528	0.4274014475
529	0.427383754
530	0.4273673609
531	0.4273491131
532	0.4273370153
533	0.4273151098
534	0.4272961216
535	0.4272649072
536	0.4272404774
537	0.4272301239
538	0.4272159076
539	0.4271949171
540	0.4271767113
541	0.4271632979
542	0.4271484806
543	0.4271250288
544	0.4270996764
545	0.4270751755
546	0.4270572865
547	0.4270429354
548	0.4270247588
549	0.4270151662
550	0.4270016537
551	0.4269800253
552	0.4269605671
553	0.4269383503
554	0.4269197004
555	0.4269001274
556	0.42688237
557	0.4268602556
558	0.4268415685
559	0.4268235014
560	0.4268068852
561	0.4267871384
562	0.4267653513
563	0.4267461563
564	0.4267329094
565	0.4267174543
566	0.4267035879
567	0.4266900105
568	0.426673002
569	0.4266448305
570	0.4266335189
571	0.4266052041
572	0.4265931781
573	0.4265818687
574	0.4265688269
575	0.426551809
576	0.426532462
577	0.426503515
578	0.4264855926
579	0.4264636917
580	0.4264411463
581	0.4264252965
582	0.4264108038
583	0.42638364
584	0.426357133
585	0.4263365084
586	0.4263260349
587	0.4263077486
588	0.4262969002
589	0.4262754979
590	0.4262660795
591	0.4262520115
592	0.426229322
593	0.4262073747
594	0.4261890041
595	0.4261676624
596	0.4261395415
597	0.4261210171
598	0.4261110966
599	0.4260977937
600	0.4260826096
601	0.4260699937
602	0.42606281
603	0.4260547588
604	0.4260390919
605	0.426017054
606	0.4259976975
607	0.4259755805
608	0.42595015
609	0.4259396009
610	0.4259083434
611	0.4258900526
612	0.4258695924
613	0.4258544869
614	0.4258364728
615	0.4258179136
616	0.4257515066
617	0.4257386139
618	0.4257185477
619	0.4257015896
620	0.4256915315
621	0.4256824388
622	0.4256532457
623	0.4256307411
624	0.4256099111
625	0.425592718
626	0.4255717755
627	0.4255549861
628	0.4255409575
629	0.4255212409
630	0.4255002787
631	0.42548008
632	0.4254640715
633	0.4254437579
634	0.4254216771
635	0.4254053488
636	0.4253868445
637	0.4253692008
638	0.4253489562
639	0.4253236729
640	0.4253052261
641	0.4252918969
642	0.4252735731
643	0.4252569607
644	0.4252491647
645	0.4252241888
646	0.425195739
647	0.4251786897
648	0.4251541459
649	0.4251385085
650	0.4251204452
651	0.4251010348
652	0.4250810483
653	0.4250618503
654	0.4250436983
655	0.4250250207
656	0.4250095219
657	0.4249912623
658	0.4249690494
659	0.4249488979
660	0.4249357438
661	0.4249146551
662	0.4248978127
663	0.4248861199
664	0.4248725129
665	0.4248512367
666	0.4248378011
667	0.4248226292
668	0.4248059674
669	0.4247871045
670	0.4247693105
671	0.4247600259
672	0.4247474706
673	0.4247331319
674	0.424714981
675	0.4247072025
676	0.4246891086
677	0.4246770406
678	0.4246557878
679	0.4246366661
680	0.4246145748
681	0.4246044366
682	0.4245880478
683	0.4245772245
684	0.4245582304
685	0.4245503203
686	0.4245351666
687	0.4245157505
688	0.4244952557
689	0.4244694273
690	0.4244558664
691	0.4244385982
692	0.4244253421
693	0.4244120526
694	0.4243947991
695	0.4243853353
696	0.424370705
697	0.4243572591
698	0.4243412437
699	0.4243290696
700	0.4243142787
701	0.4242959145
702	0.4242764669
703	0.4242552838
704	0.4242369663
705	0.4242200635
706	0.424208613
707	0.4241966607
708	0.4241800489
709	0.4241613568
710	0.4241487305
711	0.4241368683
712	0.4241174501
713	0.424102117
714	0.4240786172
715	0.4240597879
716	0.4240408148
717	0.4240228818
718	0.4240030519
719	0.4239878703
720	0.423977712
721	0.4239621193
722	0.4239472332
723	0.4239319572
724	0.4239134225
725	0.4239013693
726	0.4238855104
727	0.4238677292
728	0.4238459362
729	0.4238249261
730	0.4238094099
731	0.4237989642
732	0.4237897151
733	0.4237765717
734	0.4237607546
735	0.4237482829
736	0.4237310789
737	0.4237103905
738	0.4236995016
739	0.423684663
740	0.4236663147
741	0.423645201
742	0.4236347295
743	0.4236184766
744	0.4235993227
745	0.4235833522
746	0.4235653328
747	0.4235474157
748	0.4235316815
749	0.4235135669
750	0.4234997115
751	0.4234898939
752	0.4234791058
753	0.423454868
754	0.423444819
755	0.4234300537
756	0.4234129375
757	0.4233966173
758	0.4233762896
759	0.4233624932
760	0.4233459947
761	0.4233361449
762	0.4233143367
763	0.4233033502
764	0.4232898522
765	0.4232738587
766	0.4232590454
767	0.4232532937
768	0.4232363175
769	0.4232217551
770	0.4232088879
771	0.4231966802
772	0.4231858539
773	0.4231675688
774	0.4231504244
775	0.4231415974
776	0.4231258006
777	0.4231147212
778	0.4230979283
779	0.4230835397
780	0.4230728663
781	0.4230575525
782	0.4230419053
783	0.4230274195
784	0.4230165032
785	0.4229969458
786	0.4229886507
787	0.4229709875
788	0.4229567093
789	0.4229463336
790	0.4229311815
791	0.4229146845
792	0.4228923595
793	0.4228767215
794	0.422861205
795	0.4228315048
796	0.4228157409
797	0.4227996268
798	0.4227847772
799	0.4227687504
800	0.4227560885
801	0.4227416776
802	0.4227218681
803	0.4227068081
804	0.4226982102
805	0.4226861044
806	0.4226690424
807	0.4226509039
808	0.422639871
809	0.4226217386
810	0.4226046652
811	0.4225871937
812	0.4225703464
813	0.4225581953
814	0.4225411335
815	0.4225204531
816	0.4225093124
817	0.4224919429
818	0.42247513
819	0.4224611184
820	0.4224464999
821	0.4224366439
822	0.4224272887
823	0.4224123151
824	0.4223980151
825	0.4223804108
826	0.4223641064
827	0.4223527632
828	0.4223323499
829	0.4223255829
830	0.4223098629
831	0.4222965112
832	0.4222844195
833	0.4222747801
834	0.4222548342
835	0.4222454803
836	0.4222336862
837	0.4222184402
838	0.4222036254
839	0.4221843146
840	0.4221717851
841	0.4221596807
842	0.4221475194
843	0.4221287134
844	0.422112362
845	0.4220978908
846	0.4220825046
847	0.4220704
848	0.4220574447
849	0.4220473837
850	0.4220354513
851	0.4220120192
852	0.4220027202
853	0.4219818399
854	0.4219695488
855	0.4219531206
856	0.4219398415
857	0.4219266804
858	0.4219165602
859	0.4218995206
860	0.4218867476
861	0.4218697287
862	0.4218458033
863	0.4218262768
864	0.4218080246
865	0.4217967523
866	0.4217875771
867	0.4217715656
868	0.4217616152
869	0.4217506019
870	0.4217382179
871	0.4217239329
872	0.421714297
873	0.4217016706
874	0.4216860178
875	0.4216705796
876	0.4216620708
877	0.4216451592
878	0.4216367703
879	0.4216272444
880	0.4216087756
881	0.4215932483
882	0.421575039
883	0.4215584958
884	0.4215461199
885	0.4215331022
886	0.4215228682
887	0.4215031204
888	0.421492931
889	0.4214822532
890	0.4214710594
891	0.4214616436
892	0.4214455449
893	0.4214244307
894	0.4214069417
895	0.4213955353
896	0.4213854263
897	0.4213753454
898	0.4213648291
899	0.4213572604
900	0.4213407529
901	0.4213205026
902	0.4213082601
903	0.4212893783
904	0.4212743571
905	0.4212606396
906	0.4212433278
907	0.4212270083
908	0.4212233155
909	0.4212105142
910	0.4211952686
911	0.4211824335
912	0.421173093
913	0.4211588323
914	0.4211486131
915	0.4211308615
916	0.4211152314
917	0.4211031186
918	0.4210957195
919	0.4210728458
920	0.4210611619
921	0.4210480215
922	0.4210374042
923	0.4210234389
924	0.4210159679
925	0.4210041127
926	0.4209933273
927	0.4209751801
928	0.4209646433
929	0.4209507267
930	0.4209292428
931	0.4209152596
932	0.4209059505
933	0.4208912641
934	0.4208842707
935	0.4208709685
936	0.4208589149
937	0.4208503972
938	0.42082645
939	0.4208181639
940	0.4208061072
941	0.4207908484
942	0.4207773156
943	0.4207619484
944	0.4207454046
945	0.4207347824
946	0.4207234476
947	0.4207125937
948	0.4206927268
949	0.4206729974
950	0.4206553867
951	0.4206465361
952	0.420637963
953	0.420629547
954	0.4206224784
955	0.4206128279
956	0.4205952317
957	0.4205858469
958	0.4205785787
959	0.4205650392
960	0.4205572308
961	0.4205485075
962	0.4205366257
963	0.4205210023
964	0.4205086063
965	0.4204935834
966	0.4204767805
967	0.4204602052
968	0.4204403956
969	0.4204297488
970	0.4204159139
971	0.4203995515
972	0.4203806124
973	0.420368201
974	0.4203541788
975	0.4203438043
976	0.4203320783
977	0.4203189004
978	0.4203069038
979	0.42029508
980	0.4202744309
981	0.4202608408
982	0.4202484359
983	0.420236781
984	0.4202289372
985	0.4202196837
986	0.4202007649
987	0.4201832567
988	0.4201675495
989	0.4201561518
990	0.4201419203
991	0.4201308769
992	0.4201150709
993	0.4201026795
994	0.4200926195
995	0.4200723419
996	0.420058337
997	0.4200457967
998	0.4200220214
999	0.4200114824
